europeana_id,dcFormat,dctermsExtent,dcPublisher,dcRights,dcSource
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__132985,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 12.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__132986,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 13.6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__132987,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 12.4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__132988,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 12.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__133033,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 13.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__133040,bakken[aardewerk]; geschilderd; glazuren; glaze; baking [pottery]; painted,hoogte: 10.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__151602,baking [pottery]; bakken[aardewerk],hoogte: 8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20013004,cuit[céramique],hauteur: 10 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014386,cuit[céramique],hauteur: 12 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014388,molded; painted; peint; cuit[céramique]; moulé,hauteur: 13 cm  diamètre: 3.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014408,cuit[céramique],hauteur: 11 cm  diamètre: 5.5 cm; height: 11 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014409,cuit[céramique],hauteur: 11 cm  diamètre: 5.5 cm; height: 11 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014411,cuit[céramique],hauteur: 12 cm  diamètre: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014416,cuit[céramique],hauteur: 15.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014439,cuit[céramique],hauteur: 11 cm  diamètre: 5.2 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014442,cuit[céramique],hauteur: 9.5 cm  diamètre: 4.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014468,cuit[céramique],hauteur: 8.5 cm  diamètre: 4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014469,polychromé; cuit[céramique],hauteur: 12 cm  diamètre: 6.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014470,cuit[céramique],hauteur: 4.5 cm  diamètre: 4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014472,cuit[céramique],hauteur: 10 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014473,cuit[céramique],hauteur: 17.5 cm  diamètre: 7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014478,cuit[céramique],hauteur: 17 cm  diamètre: 7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014482,polychromé; cuit[céramique],hauteur: 15.5 cm  diamètre: 8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014487,cuit[céramique],hauteur: 10.3 cm  diamètre: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014489,cuit[céramique],hauteur: 14 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014505,cuit[céramique],hauteur: 24 cm  diamètre: 9 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014508,cuit[céramique],hauteur: 11.5 cm  diamètre: 12.8 cm; height: 11.5 cm diameter: 12.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014529,cuit[céramique],hauteur: 17 cm  diamètre: 8.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20014532,polychromé; cuit[céramique],hauteur: 27 cm  diamètre: 7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016766,cuit[céramique],hauteur: 10.5 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016767,cuit[céramique],hauteur: 10.5 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016768,cuit[céramique],hauteur: 11.5 cm  diamètre: 5.3 cm; height: 11.5 cm diameter: 5.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016791,cuit[céramique],hauteur: 11 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016792,cuit[céramique],hauteur: 11 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016793,cuit[céramique],hauteur: 11 cm  diamètre: 5.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20016794,cuit[céramique],hauteur: 13 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017040,cuit[céramique],hauteur: 8.5 cm  diamètre: 5.5 cm; height: 8.5 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017076,cuit[céramique],hauteur: 10.5 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017077,cuit[céramique],diameter: 14 cm; diamètre: 14 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017078,cuit[céramique],hauteur: 11 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017082,cuit[céramique],hauteur: 16 cm  diamètre: 3.2 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017083,cuit[céramique],hauteur: 12.5 cm  diamètre: 6.5 cm; height: 12.5 cm diameter: 6.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017084,cuit[céramique],hauteur: 13 cm  diamètre: 5.4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017085,cuit[céramique],hauteur: 10.8 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017088,cuit[céramique],hauteur: 10.5 cm  diamètre: 5.2 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017091,cuit[céramique],hauteur: 13 cm  diamètre: 5.6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017092,cuit[céramique],hauteur: 13 cm  diamètre: 5.6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017093,cuit[céramique],hauteur: 11.5 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017094,cuit[céramique],diameter: 15.3 cm; diamètre: 15.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017099,cuit[céramique],hauteur: 13 cm  diamètre: 6.2 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017107,cuit[céramique],hauteur: 24 cm  diamètre: 7.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017113,cuit[céramique],hauteur: 10 cm  diamètre: 5.2 cm  longueur: 11.5 cm; height: 10 cm in diameter: 5.2 cm in length: 11.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017116,cuit[céramique],hauteur: 8.8 cm  diamètre: 5.5 cm; height: 8.8 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017123,cuit[céramique],hauteur: 12 cm  diamètre: 5.5 cm; height: 12 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017124,cuit[céramique],hauteur: 12.5 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017125,cuit[céramique],hauteur: 10.5 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017126,cuit[céramique],hauteur: 12 cm  diamètre: 5.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017127,cuit[céramique],hauteur: 13 cm  diamètre: 6.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017234,cuit[céramique],hauteur: 12 cm  diamètre: 5.5 cm; height: 12 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017235,cuit[céramique],diameter: 15.5 cm; diamètre: 15.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017236,cuit[céramique],hauteur: 12 cm  diamètre: 5.5 cm; height: 12 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017237,cuit[céramique],diameter: 16 cm; diamètre: 16 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017238,cuit[céramique],hauteur: 10 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017239,cuit[céramique],diameter: 15.5 cm; diamètre: 15.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017242,cuit[céramique],hauteur: 21.9 cm  diamètre: 3.8 cm; height: 21.9 cm diameter: 3.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017243,cuit[céramique],hauteur: 9 cm  diamètre: 3.6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017244,cuit[céramique],hauteur: 11.5 cm  diamètre: 6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017245,cuit[céramique],hauteur: 12 cm  diamètre: 5.4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017246,cuit[céramique],hauteur: 12 cm  diamètre: 5.1 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017248,cuit[céramique],hauteur: 13 cm  diamètre: 5.7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017249,cuit[céramique],hauteur: 12.5 cm  diamètre: 5 cm; height: 12.5 cm diameter: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017251,cuit[céramique],hauteur: 15 cm  diamètre: 2.6 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017253,cuit[céramique],hauteur: 20 cm  diamètre: 7.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017258,cuit[céramique],hauteur: 18.9 cm  diamètre: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017259,cuit[céramique],hauteur: 8.5 cm  diamètre: 4.8 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017260,cuit[céramique],hauteur: 12 cm  diamètre: 4.3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017261,cuit[céramique],hauteur: 15.5 cm  diamètre: 4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017264,cuit[céramique],hauteur: 12 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017269,cuit[céramique],hauteur: 15 cm  diamètre: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017271,cuit[céramique],hauteur: 25 cm  diamètre: 5.5 cm; height: 25 cm diameter: 5.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017272,cuit[céramique],hauteur: 17 cm  diamètre: 7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017274,cuit[céramique],,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017275,cuit[céramique],,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017938,cuit[céramique],hauteur: 11.5 cm  diamètre: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017941,cuit[céramique],hauteur: 20 cm  diamètre: 3 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017944,polychromé; cuit[céramique],hauteur: 18 cm  diamètre: 5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017955,cuit[céramique],hauteur: 11.3 cm  diamètre: 4.5 cm; height: 11.3 cm diameter: 4.5 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017956,cuit[céramique],diameter: 16 cm; diamètre: 16 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017957,cuit[céramique],hauteur: 12.5 cm  diamètre: 7 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017959,cuit[céramique],hauteur: 9.5 cm  diamètre: 4 cm,,,
/376/photography_ProvidedCHO_Royal_Institute_for_Cultural_Heritage__KIK_IRPA___Brussels__Belgium__KIK_IRPA_n__20017960,cuit[céramique],hauteur: 13 cm  diamètre: 4.5 cm,,,
/1088/item_A4WJF2RZEWP6F2G763E7IOI5LJ43PG3P,http://data.europeana.eu/concept/1757; http://vocab.getty.edu/aat/300010662; gedreht (Material/Technik); handgemalt (Material/Technik); gegossen (Material/Technik),"Breite: 5,8 cm (285_1b (Kanne Deckel)); Breite: 16,5 cm (285_1a (Kanne Korpus)); Durchmesser: 7 cm (285_1a (Kanne Korpus)); Höhe: 18 cm (285_1a (Kanne Korpus)); Tiefe: 10,5 cm (285_1a (Kanne Korpus)); Höhe: 4,7 cm (285_1b (Kanne Deckel))",,,
/1088/item_EOX44VYIG7RJV7UIGCUJTJBB7OJ3LGGT,http://data.europeana.eu/concept/1757; http://vocab.getty.edu/aat/300010662; gedreht (Material/Technik); handgemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 7,9 cm (77_2 (Tasse)); Höhe: 5,3 cm (77_1b (Deckel)); Höhe: 6,2 cm (77_2 (Tasse)); Höhe: 7,5 cm (77_1b (Deckel)); Durchmesser: 10,2 cm (77_1a (Korpus Kanne)); Höhe: 14,5 cm (77_1a (Korpus Kanne)); Breite: 18,6 cm (77_1a (Korpus Kanne)); Höhe: 5,8 cm (77_2 (Tasse))",,,
/1088/item_G7GKGGFZMWJRNF7TXP4GZDHCNLTVDKSC,http://data.europeana.eu/concept/1757; http://vocab.getty.edu/aat/300010662; handgemalt (Material/Technik); gegossen (Material/Technik),"Breite: 8,7 cm (486_4a (Zuckerdose Korpus)); Durchmesser: 13,3 cm (486_5b (Untertasse)); Höhe: 7,9 cm (486_4a (Zuckerdose Korpus)); Höhe: 2,8 cm (486_2 (ovale Platte)); Höhe: 5 cm (486_1b (Kanne Deckel)); Tiefe: 31,5 cm (486_2 (ovale Platte)); Höhe: 2,8 cm (486_5b (Untertasse)); Breite: 7,5 cm (486_3 (Milchgießer)); Breite: 11 cm (486_5a (Tasse)); Höhe: 2,8 cm (486_6b (Untertasse)); Breite: 40 cm (486_2 (ovale Platte)); Tiefe: 10 cm (486_3 (Milchgießer)); Höhe: 14 cm (486_3 (Milchgießer)); Durchmesser: 13,5 cm (486_6b (Untertasse)); Höhe: 9 cm (486_6a (Tasse)); Höhe: 5 cm (486_4b (Zuckerdose Deckel)); Breite: 13,2 cm (486_1a (Kanne Korpus)); Tiefe: 9,5 cm (486_1a (Kanne Korpus)); Tiefe: 8,4 cm (486_5a (Tasse)); Höhe: 9 cm (486_5a (Tasse)); Tiefe: 8,4 cm (486_4a (Zuckerdose Korpus)); Tiefe: 8,3 cm (486_6a (Tasse)); Durchmesser: 9 cm (486_4b (Zuckerdose Deckel)); Höhe: 18 cm (486_1a (Kanne Korpus)); Durchmesser: 5 cm (486_1b (Kanne Deckel)); Breite: 11 cm (486_6a (Tasse))",,,
/1088/item_OUUPC5DC3HRGLLKA2VFEDLYX33BSFAR7,http://data.europeana.eu/concept/1757; http://vocab.getty.edu/aat/300010662; gedreht (Material/Technik); handgemalt (Material/Technik); gegossen (Material/Technik),"Tiefe: 10 cm (423_1a (Kanne Korpus)); Höhe: 5,8 cm (423_1b (Kanne Deckel)); Durchmesser: 7 cm (423_1b (Kanne Deckel)); Breite: 16 cm (423_1a (Kanne Korpus)); Höhe: 19 cm (423_1a (Kanne Korpus))",,,
/1088/item_XYKDIKFIWSPYPOZWUZKJEHAAIF4IFHYF,http://data.europeana.eu/concept/1757; http://vocab.getty.edu/aat/300010662; https://d-nb.info/gnd/4008167-9; handgemalt (Material/Technik); gegossen (Material/Technik); gedreht (Material/Technik),"Durchmesser: 7 cm (73_1a (Tasse)); Höhe: 2,5 cm (73_1b (Untertasse)); Tiefe: 10,2 cm (73_7a (Kanne Korpus)); Durchmesser: 6 cm (73_7b (Kanne Deckel)); Durchmesser: 14,2 cm (73_1b (Untertasse)); Höhe: 16,5 cm (73_7a (Kanne Korpus)); Breite: 9 cm (73_1a (Tasse)); Breite: 16 cm (73_7a (Kanne Korpus)); Höhe: 7,5 cm (73_1a (Tasse)); Durchmesser: 23,3 cm (73_6 (Teller)); Durchmesser: 7 cm (73_7a (Kanne Korpus)); Höhe: 3,3 cm (73_6 (Teller)); Höhe: 4,2 cm (73_7b (Kanne Deckel))",,,
/1014/item_CDRGHQLAUELS5EUXPSTBA62Z2ZYQJSNJ,Porzellan (Material/Technik); Filz (Material/Technik); Chrom (Material/Technik),,,,
/1091/item_5IDIGUSPAWIGXOCWWUNLACVTVGMGRGAU,Alpacca versilbert (Material/Technik),Gesamthöhe: 22 mm; Durchmesser: 187 mm,,,
/1091/item_M3IODGMYNM4ROHN3HERA5GYNNIOFBQHG,18/8 Chromnickelstahl (Material/Technik),110 x 115 mm; Durchmesser: 70 mm,,,
/1091/item_PDODBDXX5NJ4QDWWNR4YAMXY5XPM2RBV,18/8 Chromnickelstahl (Material/Technik),118 x 115 mm; Durchmesser: 75 mm,,,
